------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:05:27 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.ipv4                                  | Total                     | 23109
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23110
decoder.tcp                                   | Total                     | 22532
tcp.syn                                       | Total                     | 145
tcp.synack                                    | Total                     | 136
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 482
decoder.icmpv4                                | Total                     | 95
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 971
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 291
flow.active                                   | Total                     | 56
flow.tcp                                      | Total                     | 136
flow.udp                                      | Total                     | 154
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 90
flow.wrk.flows_evicted_pkt_inject             | Total                     | 120
flow.wrk.flows_injected                       | Total                     | 90
tcp.sessions                                  | Total                     | 136
tcp.ssn_from_cache                            | Total                     | 49
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6511
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 100
app_layer.flow.http                           | Total                     | 39
app_layer.tx.http                             | Total                     | 59
app_layer.flow.tls                            | Total                     | 94
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 152
app_layer.tx.dns_udp                          | Total                     | 453
flow.end.state.new                            | Total                     | 71
flow.end.state.established                    | Total                     | 38
flow.end.state.closed                         | Total                     | 126
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 123
flow.mgr.full_hash_pass                       | Total                     | 58
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9145
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 601
flow.mgr.flows_notimeout                      | Total                     | 366
flow.mgr.flows_timeout                        | Total                     | 235
flow.mgr.flows_evicted                        | Total                     | 235
flow.mgr.flows_evicted_needs_work             | Total                     | 90
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 145
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1202176
http.memuse                                   | Total                     | 560
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:15:20 (uptime: 0d, 00h 10m 01s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23110
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 80449
capture.afpacket.poll_timeout                 | Total                     | 56362
capture.afpacket.poll_data                    | Total                     | 24087
decoder.pkts                                  | Total                     | 23110
decoder.bytes                                 | Total                     | 22446705
decoder.ipv4                                  | Total                     | 23109
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23110
decoder.tcp                                   | Total                     | 22532
tcp.syn                                       | Total                     | 145
tcp.synack                                    | Total                     | 136
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 482
decoder.icmpv4                                | Total                     | 95
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 971
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 291
flow.active                                   | Total                     | 56
flow.tcp                                      | Total                     | 136
flow.udp                                      | Total                     | 154
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 90
flow.wrk.flows_evicted_pkt_inject             | Total                     | 120
flow.wrk.flows_injected                       | Total                     | 90
tcp.sessions                                  | Total                     | 136
tcp.ssn_from_cache                            | Total                     | 49
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6511
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 100
app_layer.flow.http                           | Total                     | 39
app_layer.tx.http                             | Total                     | 59
app_layer.flow.tls                            | Total                     | 94
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 152
app_layer.tx.dns_udp                          | Total                     | 453
flow.end.state.new                            | Total                     | 71
flow.end.state.established                    | Total                     | 38
flow.end.state.closed                         | Total                     | 126
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 123
flow.mgr.full_hash_pass                       | Total                     | 59
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9145
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 607
flow.mgr.flows_notimeout                      | Total                     | 372
flow.mgr.flows_timeout                        | Total                     | 235
flow.mgr.flows_evicted                        | Total                     | 235
flow.mgr.flows_evicted_needs_work             | Total                     | 90
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 145
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1206272
http.memuse                                   | Total                     | 672
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:15:28 (uptime: 0d, 00h 10m 09s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23164
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 81364
capture.afpacket.poll_timeout                 | Total                     | 57241
capture.afpacket.poll_data                    | Total                     | 24123
decoder.pkts                                  | Total                     | 23164
decoder.bytes                                 | Total                     | 22455169
decoder.ipv4                                  | Total                     | 23163
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23164
decoder.tcp                                   | Total                     | 22572
tcp.syn                                       | Total                     | 147
tcp.synack                                    | Total                     | 138
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 494
decoder.icmpv4                                | Total                     | 97
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 969
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 297
flow.active                                   | Total                     | 60
flow.tcp                                      | Total                     | 138
flow.udp                                      | Total                     | 158
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 91
flow.wrk.flows_evicted_pkt_inject             | Total                     | 121
flow.wrk.flows_injected                       | Total                     | 91
tcp.sessions                                  | Total                     | 138
tcp.ssn_from_cache                            | Total                     | 51
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6525
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 102
app_layer.flow.http                           | Total                     | 40
app_layer.tx.http                             | Total                     | 60
app_layer.flow.tls                            | Total                     | 95
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 156
app_layer.tx.dns_udp                          | Total                     | 465
flow.end.state.new                            | Total                     | 71
flow.end.state.established                    | Total                     | 38
flow.end.state.closed                         | Total                     | 128
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 125
flow.mgr.full_hash_pass                       | Total                     | 60
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9145
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 614
flow.mgr.flows_notimeout                      | Total                     | 377
flow.mgr.flows_timeout                        | Total                     | 237
flow.mgr.flows_evicted                        | Total                     | 237
flow.mgr.flows_evicted_needs_work             | Total                     | 91
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 146
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1202176
http.memuse                                   | Total                     | 560
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:15:36 (uptime: 0d, 00h 10m 17s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23212
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 82268
capture.afpacket.poll_timeout                 | Total                     | 58114
capture.afpacket.poll_data                    | Total                     | 24154
decoder.pkts                                  | Total                     | 23212
decoder.bytes                                 | Total                     | 22465258
decoder.ipv4                                  | Total                     | 23211
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23212
decoder.tcp                                   | Total                     | 22606
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 140
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 506
decoder.icmpv4                                | Total                     | 99
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 967
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 11
flow.total                                    | Total                     | 303
flow.active                                   | Total                     | 63
flow.tcp                                      | Total                     | 140
flow.udp                                      | Total                     | 162
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 91
flow.wrk.flows_evicted_pkt_inject             | Total                     | 121
flow.wrk.flows_injected                       | Total                     | 91
tcp.sessions                                  | Total                     | 140
tcp.ssn_from_cache                            | Total                     | 53
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6537
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 104
app_layer.flow.http                           | Total                     | 41
app_layer.tx.http                             | Total                     | 61
app_layer.flow.tls                            | Total                     | 96
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 160
app_layer.tx.dns_udp                          | Total                     | 477
flow.end.state.new                            | Total                     | 73
flow.end.state.established                    | Total                     | 38
flow.end.state.closed                         | Total                     | 129
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 126
flow.mgr.full_hash_pass                       | Total                     | 61
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9148
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 619
flow.mgr.flows_notimeout                      | Total                     | 379
flow.mgr.flows_timeout                        | Total                     | 240
flow.mgr.flows_evicted                        | Total                     | 240
flow.mgr.flows_evicted_needs_work             | Total                     | 91
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 149
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1208320
http.memuse                                   | Total                     | 560
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:15:44 (uptime: 0d, 00h 10m 25s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23212
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 82855
capture.afpacket.poll_timeout                 | Total                     | 58701
capture.afpacket.poll_data                    | Total                     | 24154
decoder.pkts                                  | Total                     | 23212
decoder.bytes                                 | Total                     | 22465258
decoder.ipv4                                  | Total                     | 23211
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23212
decoder.tcp                                   | Total                     | 22606
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 140
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 506
decoder.icmpv4                                | Total                     | 99
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 967
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 303
flow.active                                   | Total                     | 58
flow.tcp                                      | Total                     | 140
flow.udp                                      | Total                     | 162
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 92
flow.wrk.flows_evicted_pkt_inject             | Total                     | 122
flow.wrk.flows_injected                       | Total                     | 92
tcp.sessions                                  | Total                     | 140
tcp.ssn_from_cache                            | Total                     | 53
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6537
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 104
app_layer.flow.http                           | Total                     | 41
app_layer.tx.http                             | Total                     | 61
app_layer.flow.tls                            | Total                     | 96
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 160
app_layer.tx.dns_udp                          | Total                     | 477
flow.end.state.new                            | Total                     | 76
flow.end.state.established                    | Total                     | 39
flow.end.state.closed                         | Total                     | 130
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 127
flow.mgr.full_hash_pass                       | Total                     | 62
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9152
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 629
flow.mgr.flows_notimeout                      | Total                     | 384
flow.mgr.flows_timeout                        | Total                     | 245
flow.mgr.flows_evicted                        | Total                     | 245
flow.mgr.flows_evicted_needs_work             | Total                     | 92
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 153
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1202176
http.memuse                                   | Total                     | 560
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:15:52 (uptime: 0d, 00h 10m 33s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23212
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 83728
capture.afpacket.poll_timeout                 | Total                     | 59574
capture.afpacket.poll_data                    | Total                     | 24154
decoder.pkts                                  | Total                     | 23212
decoder.bytes                                 | Total                     | 22465258
decoder.ipv4                                  | Total                     | 23211
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23212
decoder.tcp                                   | Total                     | 22606
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 140
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 506
decoder.icmpv4                                | Total                     | 99
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 967
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 303
flow.active                                   | Total                     | 56
flow.tcp                                      | Total                     | 140
flow.udp                                      | Total                     | 162
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 92
flow.wrk.flows_evicted_pkt_inject             | Total                     | 122
flow.wrk.flows_injected                       | Total                     | 92
tcp.sessions                                  | Total                     | 140
tcp.ssn_from_cache                            | Total                     | 53
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6537
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 104
app_layer.flow.http                           | Total                     | 41
app_layer.tx.http                             | Total                     | 61
app_layer.flow.tls                            | Total                     | 96
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 160
app_layer.tx.dns_udp                          | Total                     | 477
flow.end.state.new                            | Total                     | 77
flow.end.state.established                    | Total                     | 40
flow.end.state.closed                         | Total                     | 130
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 127
flow.mgr.full_hash_pass                       | Total                     | 62
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9155
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 632
flow.mgr.flows_notimeout                      | Total                     | 385
flow.mgr.flows_timeout                        | Total                     | 247
flow.mgr.flows_evicted                        | Total                     | 247
flow.mgr.flows_evicted_needs_work             | Total                     | 92
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 155
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1202176
http.memuse                                   | Total                     | 560
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:16:00 (uptime: 0d, 00h 10m 41s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23212
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 84610
capture.afpacket.poll_timeout                 | Total                     | 60456
capture.afpacket.poll_data                    | Total                     | 24154
decoder.pkts                                  | Total                     | 23212
decoder.bytes                                 | Total                     | 22465258
decoder.ipv4                                  | Total                     | 23211
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23212
decoder.tcp                                   | Total                     | 22606
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 140
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 506
decoder.icmpv4                                | Total                     | 99
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 967
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 9
flow.total                                    | Total                     | 303
flow.active                                   | Total                     | 53
flow.tcp                                      | Total                     | 140
flow.udp                                      | Total                     | 162
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 93
flow.wrk.flows_evicted_pkt_inject             | Total                     | 123
flow.wrk.flows_injected                       | Total                     | 93
tcp.sessions                                  | Total                     | 140
tcp.ssn_from_cache                            | Total                     | 53
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6537
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 104
app_layer.flow.http                           | Total                     | 41
app_layer.tx.http                             | Total                     | 61
app_layer.flow.tls                            | Total                     | 96
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 160
app_layer.tx.dns_udp                          | Total                     | 477
flow.end.state.new                            | Total                     | 78
flow.end.state.established                    | Total                     | 41
flow.end.state.closed                         | Total                     | 131
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 128
flow.mgr.full_hash_pass                       | Total                     | 63
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9157
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 635
flow.mgr.flows_notimeout                      | Total                     | 385
flow.mgr.flows_timeout                        | Total                     | 250
flow.mgr.flows_evicted                        | Total                     | 250
flow.mgr.flows_evicted_needs_work             | Total                     | 93
memcap_pressure                               | Total                     | 9
memcap_pressure_max                           | Total                     | 9
flow.recycler.recycled                        | Total                     | 157
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 6062080
tcp.reassembly_memuse                         | Total                     | 1193984
http.memuse                                   | Total                     | 560
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 6/19/2024 -- 09:16:08 (uptime: 0d, 00h 10m 49s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 23212
capture.afpacket.busy_loop_avg                | Total                     | 1
capture.afpacket.polls                        | Total                     | 85182
capture.afpacket.poll_timeout                 | Total                     | 61028
capture.afpacket.poll_data                    | Total                     | 24154
decoder.pkts                                  | Total                     | 23212
decoder.bytes                                 | Total                     | 22465258
decoder.ipv4                                  | Total                     | 23211
decoder.ipv6                                  | Total                     | 1
decoder.ethernet                              | Total                     | 23212
decoder.tcp                                   | Total                     | 22606
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 140
tcp.rst                                       | Total                     | 188
decoder.udp                                   | Total                     | 506
decoder.icmpv4                                | Total                     | 99
decoder.icmpv6                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 967
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 7
flow.total                                    | Total                     | 303
flow.active                                   | Total                     | 49
flow.tcp                                      | Total                     | 140
flow.udp                                      | Total                     | 162
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 10
flow.wrk.flows_evicted_needs_work             | Total                     | 93
flow.wrk.flows_evicted_pkt_inject             | Total                     | 123
flow.wrk.flows_injected                       | Total                     | 93
tcp.sessions                                  | Total                     | 140
tcp.ssn_from_cache                            | Total                     | 53
tcp.ssn_from_pool                             | Total                     | 87
tcp.segment_from_cache                        | Total                     | 6537
tcp.segment_from_pool                         | Total                     | 417
tcp.stream_depth_reached                      | Total                     | 4
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 104
app_layer.flow.http                           | Total                     | 41
app_layer.tx.http                             | Total                     | 61
app_layer.flow.tls                            | Total                     | 96
app_layer.error.tls.parser                    | Total                     | 6
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 160
app_layer.tx.dns_udp                          | Total                     | 477
flow.end.state.new                            | Total                     | 79
flow.end.state.established                    | Total                     | 42
flow.end.state.closed                         | Total                     | 133
flow.end.tcp_state.last_ack                   | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 130
flow.mgr.full_hash_pass                       | Total                     | 64
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9161
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 640
flow.mgr.flows_notimeout                      | Total                     | 386
flow.mgr.flows_timeout                        | Total                     | 254
flow.mgr.flows_evicted                        | Total                     | 254
flow.mgr.flows_evicted_needs_work             | Total                     | 93
memcap_pressure                               | Total                     | 9
